Source,Target,Type,Id,Label,timeset,Weight
n0 , n420,Undirected,164,,,2
n0 , n218,Undirected,165,,,2
n0 , n187,Undirected,166,,,2
n0 , n422,Undirected,167,,,2
n0 , n100,Undirected,168,,,2
n0 , n47,Undirected,169,,,2
n0 , n460,Undirected,170,,,2
n0 , n401,Undirected,171,,,2
n0 , n235,Undirected,172,,,2
n0 , n241,Undirected,173,,,2
n0 , n316,Undirected,174,,,2
n0 , n230,Undirected,175,,,2
n0 , n233,Undirected,176,,,2
n0 , n74,Undirected,177,,,2
n0 , n267,Undirected,178,,,2
n0 , n102,Undirected,179,,,2
n0 , n439,Undirected,180,,,2
n0 , n121,Undirected,181,,,2
n0 , n79,Undirected,182,,,2
n0 , n395,Undirected,183,,,2
n0 , n251,Undirected,184,,,2
n0 , n208,Undirected,185,,,2
n0 , n21,Undirected,186,,,2
n0 , n297,Undirected,187,,,2
n0 , n378,Undirected,188,,,2
n0 , n168,Undirected,189,,,2
n0 , n273,Undirected,190,,,2
n0 , n16,Undirected,191,,,2
n0 , n64,Undirected,192,,,2
n0 , n280,Undirected,193,,,2
n0 , n398,Undirected,194,,,2
n0 , n354,Undirected,195,,,2
n0 , n92,Undirected,196,,,2
n0 , n332,Undirected,197,,,2
n0 , n390,Undirected,198,,,2
n0 , n342,Undirected,199,,,2
n0 , n61,Undirected,200,,,2
n0 , n441,Undirected,201,,,2
n0 , n201,Undirected,202,,,2
n0 , n447,Undirected,203,,,2
n0 , n281,Undirected,204,,,2
n0 , n322,Undirected,205,,,2
n0 , n210,Undirected,206,,,2
n0 , n326,Undirected,207,,,2
n0 , n419,Undirected,208,,,2
n0 , n355,Undirected,209,,,2
n0 , n444,Undirected,210,,,2
n0 , n237,Undirected,211,,,2
n0 , n107,Undirected,212,,,2
n0 , n413,Undirected,213,,,2
n0 , n312,Undirected,214,,,2
n0 , n94,Undirected,215,,,2
n0 , n33,Undirected,216,,,2
n0 , n37,Undirected,217,,,2
n0 , n137,Undirected,218,,,2
n0 , n416,Undirected,219,,,2
n0 , n78,Undirected,220,,,2
n0 , n371,Undirected,221,,,2
n0 , n361,Undirected,222,,,2
n0 , n13,Undirected,223,,,2
n0 , n96,Undirected,224,,,2
n0 , n149,Undirected,225,,,2
n0 , n288,Undirected,226,,,2
n0 , n133,Undirected,227,,,2
n0 , n176,Undirected,228,,,2
n0 , n286,Undirected,229,,,2
n0 , n412,Undirected,230,,,2
n0 , n178,Undirected,231,,,2
n0 , n421,Undirected,232,,,2
n0 , n90,Undirected,233,,,2
n0 , n472,Undirected,234,,,2
n0 , n226,Undirected,235,,,2
n0 , n215,Undirected,236,,,2
n0 , n478,Undirected,237,,,2
n0 , n485,Undirected,238,,,2
n0 , n457,Undirected,239,,,2
n0 , n157,Undirected,240,,,2
n0 , n451,Undirected,241,,,2
n0 , n162,Undirected,242,,,2
n0 , n484,Undirected,243,,,2
n0 , n494,Undirected,244,,,2
n0 , n118,Undirected,245,,,2
n0 , n392,Undirected,246,,,2
n0 , n388,Undirected,247,,,2
n0 , n452,Undirected,248,,,2
n0 , n437,Undirected,249,,,2
n0 , n6,Undirected,250,,,2
n0 , n469,Undirected,251,,,2
n0 , n471,Undirected,252,,,2
n0 , n277,Undirected,253,,,2
n0 , n334,Undirected,254,,,2
n0 , n486,Undirected,255,,,2
n0 , n119,Undirected,256,,,2
n0 , n177,Undirected,257,,,2
n0 , n248,Undirected,258,,,2
n0 , n320,Undirected,259,,,2
n0 , n70,Undirected,260,,,2
n0 , n211,Undirected,261,,,2
n0 , n52,Undirected,262,,,2
n0 , n463,Undirected,263,,,2
n0 , n68,Undirected,264,,,2
n0 , n156,Undirected,265,,,2
n0 , n331,Undirected,266,,,2
n0 , n188,Undirected,267,,,2
n0 , n343,Undirected,268,,,2
n0 , n380,Undirected,269,,,2
n0 , n212,Undirected,270,,,2
n0 , n328,Undirected,271,,,2
n0 , n337,Undirected,272,,,2
n0 , n22,Undirected,273,,,2
n0 , n45,Undirected,274,,,2
n0 , n66,Undirected,275,,,2
n0 , n369,Undirected,276,,,2
n0 , n340,Undirected,277,,,2
n0 , n387,Undirected,278,,,2
n0 , n350,Undirected,279,,,2
n0 , n403,Undirected,280,,,2
n0 , n223,Undirected,281,,,2
n0 , n181,Undirected,282,,,2
n0 , n240,Undirected,283,,,2
n0 , n449,Undirected,284,,,2
n0 , n220,Undirected,285,,,2
n0 , n43,Undirected,286,,,2
n0 , n76,Undirected,287,,,2
n0 , n414,Undirected,288,,,2
n0 , n243,Undirected,289,,,2
n0 , n49,Undirected,290,,,2
n0 , n65,Undirected,291,,,2
n0 , n93,Undirected,292,,,2
n0 , n213,Undirected,293,,,2
n0 , n142,Undirected,294,,,2
n0 , n31,Undirected,295,,,2
n0 , n417,Undirected,296,,,2
n0 , n186,Undirected,297,,,2
n0 , n415,Undirected,298,,,2
n0 , n270,Undirected,299,,,2
n0 , n28,Undirected,300,,,2
n0 , n434,Undirected,301,,,2
n0 , n95,Undirected,302,,,2
n0 , n461,Undirected,303,,,2
n0 , n36,Undirected,304,,,2
n0 , n265,Undirected,305,,,2
n0 , n455,Undirected,306,,,2
n0 , n310,Undirected,307,,,2
n0 , n139,Undirected,308,,,2
n0 , n154,Undirected,309,,,2
n0 , n160,Undirected,310,,,2
n0 , n480,Undirected,311,,,2
n0 , n282,Undirected,312,,,2
n0 , n488,Undirected,313,,,2
n0 , n458,Undirected,314,,,2
n0 , n132,Undirected,315,,,2
n0 , n165,Undirected,316,,,2
n0 , n366,Undirected,317,,,2
n0 , n141,Undirected,318,,,2
n0 , n382,Undirected,319,,,2
n0 , n357,Undirected,320,,,2
n0 , n304,Undirected,321,,,2
n0 , n352,Undirected,322,,,2
n0 , n197,Undirected,323,,,2
n0 , n144,Undirected,324,,,2
n0 , n207,Undirected,325,,,2
n0 , n152,Undirected,326,,,2
n0 , n291,Undirected,327,,,2
n0 , n300,Undirected,328,,,2
n0 , n470,Undirected,329,,,2
n0 , n112,Undirected,330,,,2
n0 , n432,Undirected,331,,,2
n0 , n101,Undirected,332,,,2
n0 , n362,Undirected,333,,,2
n0 , n256,Undirected,334,,,2
n0 , n278,Undirected,335,,,2
n0 , n345,Undirected,336,,,2
n0 , n364,Undirected,337,,,2
n0 , n379,Undirected,338,,,2
n0 , n438,Undirected,339,,,2
n0 , n73,Undirected,340,,,2
n0 , n206,Undirected,341,,,2
n0 , n227,Undirected,342,,,2
n0 , n311,Undirected,343,,,2
n0 , n71,Undirected,344,,,2
n0 , n266,Undirected,345,,,2
n0 , n32,Undirected,346,,,2
n0 , n261,Undirected,347,,,2
n0 , n111,Undirected,348,,,2
n0 , n114,Undirected,349,,,2
n0 , n302,Undirected,350,,,2
n0 , n192,Undirected,351,,,2
n0 , n349,Undirected,352,,,2
n0 , n85,Undirected,353,,,2
n0 , n426,Undirected,354,,,2
n0 , n63,Undirected,355,,,2
n0 , n466,Undirected,356,,,2
n0 , n54,Undirected,357,,,2
n0 , n330,Undirected,358,,,2
n0 , n80,Undirected,359,,,2
n0 , n105,Undirected,360,,,2
n0 , n363,Undirected,361,,,2
n0 , n497,Undirected,362,,,2
n0 , n217,Undirected,363,,,2
n0 , n338,Undirected,364,,,2
n0 , n459,Undirected,365,,,2
n0 , n303,Undirected,366,,,2
n0 , n174,Undirected,367,,,2
n0 , n84,Undirected,368,,,2
n0 , n301,Undirected,369,,,2
n0 , n456,Undirected,370,,,2
n0 , n99,Undirected,371,,,2
n0 , n109,Undirected,372,,,2
n0 , n254,Undirected,373,,,2
n0 , n128,Undirected,374,,,2
n0 , n55,Undirected,375,,,2
n0 , n385,Undirected,376,,,2
n0 , n83,Undirected,377,,,2
n0 , n126,Undirected,378,,,2
n0 , n358,Undirected,379,,,2
n0 , n408,Undirected,380,,,2
n0 , n397,Undirected,381,,,2
n0 , n164,Undirected,382,,,2
n0 , n113,Undirected,383,,,2
n0 , n246,Undirected,384,,,2
n0 , n307,Undirected,385,,,2
n0 , n446,Undirected,386,,,2
n0 , n424,Undirected,387,,,2
n0 , n264,Undirected,388,,,2
n0 , n143,Undirected,389,,,2
n0 , n190,Undirected,390,,,2
n0 , n191,Undirected,391,,,2
n0 , n402,Undirected,392,,,2
n0 , n436,Undirected,393,,,2
n0 , n131,Undirected,394,,,2
n0 , n129,Undirected,395,,,2
n0 , n41,Undirected,396,,,2
n0 , n221,Undirected,397,,,2
n0 , n318,Undirected,398,,,2
n0 , n2,Undirected,399,,,2
n0 , n423,Undirected,400,,,2
n0 , n481,Undirected,401,,,2
n0 , n372,Undirected,402,,,2
n0 , n435,Undirected,403,,,2
n0 , n333,Undirected,404,,,2
n0 , n454,Undirected,405,,,2
n0 , n200,Undirected,406,,,2
n0 , n216,Undirected,407,,,2
n0 , n250,Undirected,408,,,2
n0 , n40,Undirected,409,,,2
n0 , n153,Undirected,410,,,2
n0 , n255,Undirected,411,,,2
n0 , n274,Undirected,412,,,2
n0 , n327,Undirected,413,,,2
n0 , n163,Undirected,414,,,2
n0 , n169,Undirected,415,,,2
n0 , n106,Undirected,416,,,2
n0 , n117,Undirected,417,,,2
n0 , n225,Undirected,418,,,2
n0 , n467,Undirected,419,,,2
n0 , n367,Undirected,420,,,2
n0 , n150,Undirected,421,,,2
n0 , n234,Undirected,422,,,2
n0 , n9,Undirected,423,,,2
n0 , n383,Undirected,424,,,2
n0 , n18,Undirected,425,,,2
n0 , n10,Undirected,426,,,2
n0 , n56,Undirected,427,,,2
n0 , n269,Undirected,428,,,2
n0 , n296,Undirected,429,,,2
n0 , n335,Undirected,430,,,2
n0 , n443,Undirected,431,,,2
n0 , n138,Undirected,432,,,2
n0 , n167,Undirected,433,,,2
n0 , n145,Undirected,434,,,2
n0 , n368,Undirected,435,,,2
n0 , n12,Undirected,436,,,2
n0 , n222,Undirected,437,,,2
n0 , n346,Undirected,438,,,2
n0 , n130,Undirected,439,,,2
n0 , n166,Undirected,440,,,2
n0 , n247,Undirected,441,,,2
n0 , n429,Undirected,442,,,2
n0 , n317,Undirected,443,,,2
n0 , n487,Undirected,444,,,2
n0 , n427,Undirected,445,,,2
n0 , n475,Undirected,446,,,2
n0 , n430,Undirected,447,,,2
n0 , n242,Undirected,448,,,2
n0 , n283,Undirected,449,,,2
n0 , n359,Undirected,450,,,2
n0 , n184,Undirected,451,,,2
n0 , n314,Undirected,452,,,2
n0 , n239,Undirected,453,,,2
n0 , n374,Undirected,454,,,2
n0 , n491,Undirected,455,,,2
n0 , n244,Undirected,456,,,2
n0 , n202,Undirected,457,,,2
n0 , n91,Undirected,458,,,2
n0 , n183,Undirected,459,,,2
n0 , n306,Undirected,460,,,2
n0 , n353,Undirected,461,,,2
n0 , n69,Undirected,462,,,2
n0 , n259,Undirected,463,,,2
n0 , n290,Undirected,464,,,2
n0 , n483,Undirected,465,,,2
n0 , n236,Undirected,466,,,2
n0 , n276,Undirected,467,,,2
n0 , n336,Undirected,468,,,2
n0 , n175,Undirected,469,,,2
n0 , n15,Undirected,470,,,2
n0 , n48,Undirected,471,,,2
n0 , n299,Undirected,472,,,2
n0 , n393,Undirected,473,,,2
n0 , n57,Undirected,474,,,2
n0 , n209,Undirected,475,,,2
n0 , n391,Undirected,476,,,2
n0 , n125,Undirected,477,,,2
n0 , n309,Undirected,478,,,2
n0 , n287,Undirected,479,,,2
n0 , n450,Undirected,480,,,2
n0 , n348,Undirected,481,,,2
n0 , n42,Undirected,482,,,2
n0 , n473,Undirected,483,,,2
n0 , n44,Undirected,484,,,2
n0 , n60,Undirected,485,,,2
n0 , n123,Undirected,486,,,2
n0 , n356,Undirected,487,,,2
n0 , n134,Undirected,488,,,2
n0 , n224,Undirected,489,,,2
n0 , n360,Undirected,490,,,2
n0 , n17,Undirected,491,,,2
n0 , n285,Undirected,492,,,2
n0 , n182,Undirected,493,,,2
n0 , n195,Undirected,494,,,2
n0 , n231,Undirected,495,,,2
n0 , n400,Undirected,496,,,2
n0 , n376,Undirected,497,,,2
n0 , n462,Undirected,498,,,2
n1 , n35,Undirected,499,,,2
n1 , n98,Undirected,500,,,2
n1 , n496,Undirected,501,,,2
n1 , n474,Undirected,502,,,2
n1 , n495,Undirected,503,,,2
n1 , n29,Undirected,504,,,2
n1 , n34,Undirected,505,,,2
n1 , n268,Undirected,506,,,2
n1 , n189,Undirected,507,,,2
n1 , n384,Undirected,508,,,2
n1 , n196,Undirected,509,,,2
n1 , n14,Undirected,510,,,2
n1 , n339,Undirected,511,,,2
n1 , n489,Undirected,512,,,2
n1 , n116,Undirected,513,,,2
n1 , n271,Undirected,514,,,2
n1 , n347,Undirected,515,,,2
n1 , n428,Undirected,516,,,2
n1 , n110,Undirected,517,,,2
n1 , n50,Undirected,518,,,2
n1 , n0,Undirected,519,,,2
n1 , n82,Undirected,520,,,2
n1 , n431,Undirected,521,,,2
n1 , n477,Undirected,522,,,2
n1 , n46,Undirected,523,,,2
n1 , n260,Undirected,524,,,2
n1 , n171,Undirected,525,,,2
n1 , n284,Undirected,526,,,2
n1 , n58,Undirected,527,,,2
n1 , n155,Undirected,528,,,2
n1 , n193,Undirected,529,,,2
n1 , n53,Undirected,530,,,2
n1 , n5,Undirected,531,,,2
n1 , n386,Undirected,532,,,2
n1 , n272,Undirected,533,,,2
n1 , n38,Undirected,534,,,2
n1 , n258,Undirected,535,,,2
n1 , n490,Undirected,536,,,2
n1 , n146,Undirected,537,,,2
n1 , n151,Undirected,538,,,2
n1 , n445,Undirected,539,,,2
n1 , n232,Undirected,540,,,2
n1 , n325,Undirected,541,,,2
n1 , n120,Undirected,542,,,2
n1 , n293,Undirected,543,,,2
n1 , n351,Undirected,544,,,2
n1 , n205,Undirected,545,,,2
n1 , n295,Undirected,546,,,2
n1 , n249,Undirected,547,,,2
n1 , n409,Undirected,548,,,2
n1 , n453,Undirected,549,,,2
n1 , n87,Undirected,550,,,2
n1 , n20,Undirected,551,,,2
n1 , n75,Undirected,552,,,2
n1 , n115,Undirected,553,,,2
n1 , n67,Undirected,554,,,2
n1 , n324,Undirected,555,,,2
n1 , n104,Undirected,556,,,2
n1 , n406,Undirected,557,,,2
n1 , n203,Undirected,558,,,2
n1 , n172,Undirected,559,,,2
n1 , n465,Undirected,560,,,2
n1 , n88,Undirected,561,,,2
n1 , n245,Undirected,562,,,2
n1 , n257,Undirected,563,,,2
n1 , n381,Undirected,564,,,2
n1 , n411,Undirected,565,,,2
n1 , n173,Undirected,566,,,2
n1 , n418,Undirected,567,,,2
n1 , n407,Undirected,568,,,2
n1 , n159,Undirected,569,,,2
n1 , n27,Undirected,570,,,2
n1 , n62,Undirected,571,,,2
n1 , n170,Undirected,572,,,2
n1 , n410,Undirected,573,,,2
n1 , n448,Undirected,574,,,2
n1 , n122,Undirected,575,,,2
n1 , n228,Undirected,576,,,2
n1 , n39,Undirected,577,,,2
n1 , n262,Undirected,578,,,2
n1 , n25,Undirected,579,,,2
n1 , n479,Undirected,580,,,2
n1 , n204,Undirected,581,,,2
n1 , n97,Undirected,582,,,2
n1 , n433,Undirected,583,,,2
n1 , n275,Undirected,584,,,2
n1 , n148,Undirected,585,,,2
n1 , n161,Undirected,586,,,2
n1 , n198,Undirected,587,,,2
n1 , n373,Undirected,588,,,2
n1 , n11,Undirected,589,,,2
n1 , n158,Undirected,590,,,2
n1 , n81,Undirected,591,,,2
n1 , n89,Undirected,592,,,2
n1 , n499,Undirected,593,,,2
n1 , n313,Undirected,594,,,2
n1 , n292,Undirected,595,,,2
n1 , n180,Undirected,596,,,2
n1 , n263,Undirected,597,,,2
n1 , n305,Undirected,598,,,2
n1 , n323,Undirected,599,,,2
n1 , n404,Undirected,600,,,2
n1 , n464,Undirected,601,,,2
n1 , n179,Undirected,602,,,2
n1 , n7,Undirected,603,,,2
n1 , n440,Undirected,604,,,2
n1 , n377,Undirected,605,,,2
n1 , n229,Undirected,606,,,2
n1 , n8,Undirected,607,,,2
n1 , n127,Undirected,608,,,2
n1 , n30,Undirected,609,,,2
n1 , n219,Undirected,610,,,2
n1 , n492,Undirected,611,,,2
n1 , n124,Undirected,612,,,2
n1 , n289,Undirected,613,,,2
n1 , n135,Undirected,614,,,2
n1 , n498,Undirected,615,,,2
n1 , n319,Undirected,616,,,2
n1 , n194,Undirected,617,,,2
n1 , n321,Undirected,618,,,2
n1 , n396,Undirected,619,,,2
n1 , n442,Undirected,620,,,2
n1 , n308,Undirected,621,,,2
n1 , n185,Undirected,622,,,2
n1 , n253,Undirected,623,,,2
n1 , n329,Undirected,624,,,2
n1 , n86,Undirected,625,,,2
n1 , n365,Undirected,626,,,2
n1 , n252,Undirected,627,,,2
n1 , n341,Undirected,628,,,2
n1 , n298,Undirected,629,,,2
n1 , n4,Undirected,630,,,2
n1 , n344,Undirected,631,,,2
n1 , n405,Undirected,632,,,2
n1 , n72,Undirected,633,,,2
n1 , n23,Undirected,634,,,2
n1 , n19,Undirected,635,,,2
n1 , n399,Undirected,636,,,2
n1 , n24,Undirected,637,,,2
n1 , n279,Undirected,638,,,2
n1 , n394,Undirected,639,,,2
n1 , n238,Undirected,640,,,2
n1 , n375,Undirected,641,,,2
n1 , n389,Undirected,642,,,2
n1 , n103,Undirected,643,,,2
n1 , n493,Undirected,644,,,2
n1 , n3,Undirected,645,,,2
n1 , n59,Undirected,646,,,2
n1 , n214,Undirected,647,,,2
n1 , n136,Undirected,648,,,2
n1 , n147,Undirected,649,,,2
n1 , n199,Undirected,650,,,2
n1 , n370,Undirected,651,,,2
n1 , n26,Undirected,652,,,2
n1 , n108,Undirected,653,,,2
n1 , n140,Undirected,654,,,2
n1 , n77,Undirected,655,,,2
n1 , n476,Undirected,656,,,2
n1 , n294,Undirected,657,,,2
n1 , n468,Undirected,658,,,2
n1 , n51,Undirected,659,,,2
n1 , n315,Undirected,660,,,2
n1 , n425,Undirected,661,,,2
n1 , n482,Undirected,662,,,2
n1 , n420,Undirected,663,,,2
n1 , n218,Undirected,664,,,2
n1 , n187,Undirected,665,,,2
n1 , n422,Undirected,666,,,2
n1 , n100,Undirected,667,,,2
n1 , n47,Undirected,668,,,2
n1 , n460,Undirected,669,,,2
n1 , n401,Undirected,670,,,2
n1 , n235,Undirected,671,,,2
n1 , n241,Undirected,672,,,2
n1 , n316,Undirected,673,,,2
n1 , n230,Undirected,674,,,2
n1 , n233,Undirected,675,,,2
n1 , n74,Undirected,676,,,2
n1 , n267,Undirected,677,,,2
n1 , n102,Undirected,678,,,2
n1 , n439,Undirected,679,,,2
n1 , n121,Undirected,680,,,2
n1 , n79,Undirected,681,,,2
n1 , n395,Undirected,682,,,2
n1 , n251,Undirected,683,,,2
n1 , n208,Undirected,684,,,2
n1 , n21,Undirected,685,,,2
n1 , n297,Undirected,686,,,2
n1 , n378,Undirected,687,,,2
n1 , n168,Undirected,688,,,2
n1 , n273,Undirected,689,,,2
n1 , n16,Undirected,690,,,2
n1 , n64,Undirected,691,,,2
n1 , n280,Undirected,692,,,2
n1 , n398,Undirected,693,,,2
n1 , n354,Undirected,694,,,2
n1 , n92,Undirected,695,,,2
n1 , n332,Undirected,696,,,2
n1 , n390,Undirected,697,,,2
n1 , n342,Undirected,698,,,2
n1 , n61,Undirected,699,,,2
n1 , n441,Undirected,700,,,2
n1 , n201,Undirected,701,,,2
n1 , n447,Undirected,702,,,2
n1 , n281,Undirected,703,,,2
n1 , n322,Undirected,704,,,2
n1 , n210,Undirected,705,,,2
n1 , n326,Undirected,706,,,2
n1 , n419,Undirected,707,,,2
n1 , n355,Undirected,708,,,2
n1 , n444,Undirected,709,,,2
n1 , n237,Undirected,710,,,2
n1 , n107,Undirected,711,,,2
n1 , n413,Undirected,712,,,2
n1 , n312,Undirected,713,,,2
n1 , n94,Undirected,714,,,2
n1 , n33,Undirected,715,,,2
n1 , n37,Undirected,716,,,2
n1 , n137,Undirected,717,,,2
n1 , n416,Undirected,718,,,2
n1 , n78,Undirected,719,,,2
n1 , n371,Undirected,720,,,2
n1 , n361,Undirected,721,,,2
n1 , n13,Undirected,722,,,2
n1 , n96,Undirected,723,,,2
n1 , n149,Undirected,724,,,2
n1 , n288,Undirected,725,,,2
n1 , n133,Undirected,726,,,2
n1 , n176,Undirected,727,,,2
n1 , n286,Undirected,728,,,2
n1 , n412,Undirected,729,,,2
n1 , n178,Undirected,730,,,2
n1 , n421,Undirected,731,,,2
n1 , n90,Undirected,732,,,2
n1 , n472,Undirected,733,,,2
n1 , n226,Undirected,734,,,2
n1 , n215,Undirected,735,,,2
n1 , n478,Undirected,736,,,2
n1 , n485,Undirected,737,,,2
n1 , n457,Undirected,738,,,2
n1 , n157,Undirected,739,,,2
n1 , n451,Undirected,740,,,2
n1 , n162,Undirected,741,,,2
n1 , n484,Undirected,742,,,2
n1 , n494,Undirected,743,,,2
n1 , n118,Undirected,744,,,2
n1 , n392,Undirected,745,,,2
n1 , n388,Undirected,746,,,2
n1 , n452,Undirected,747,,,2
n1 , n437,Undirected,748,,,2
n1 , n6,Undirected,749,,,2
n1 , n469,Undirected,750,,,2
n1 , n471,Undirected,751,,,2
n1 , n277,Undirected,752,,,2
n1 , n334,Undirected,753,,,2
n1 , n486,Undirected,754,,,2
n1 , n119,Undirected,755,,,2
n1 , n177,Undirected,756,,,2
n1 , n248,Undirected,757,,,2
n1 , n320,Undirected,758,,,2
n1 , n70,Undirected,759,,,2
n1 , n211,Undirected,760,,,2
n1 , n52,Undirected,761,,,2
n1 , n463,Undirected,762,,,2
n1 , n68,Undirected,763,,,2
n1 , n156,Undirected,764,,,2
n1 , n331,Undirected,765,,,2
n1 , n188,Undirected,766,,,2
n1 , n343,Undirected,767,,,2
n1 , n380,Undirected,768,,,2
n1 , n212,Undirected,769,,,2
n1 , n328,Undirected,770,,,2
n1 , n337,Undirected,771,,,2
n1 , n22,Undirected,772,,,2
n1 , n45,Undirected,773,,,2
n1 , n66,Undirected,774,,,2
