Source,Target,Type,Id,Label,timeset,Weight
n9 , n7,Undirected,70,,,2
n9 , n14,Undirected,71,,,2
n10 , n22,Undirected,72,,,2
n10 , n4,Undirected,73,,,2
n10 , n16,Undirected,74,,,2
n10 , n9,Undirected,75,,,2
n10 , n7,Undirected,76,,,2
n11 , n22,Undirected,77,,,2
n11 , n8,Undirected,78,,,2
n11 , n4,Undirected,79,,,2
n11 , n24,Undirected,80,,,2
n11 , n1,Undirected,81,,,2
n11 , n29,Undirected,82,,,2
n11 , n6,Undirected,83,,,2
n11 , n25,Undirected,84,,,2
n12 , n17,Undirected,85,,,2
n12 , n0,Undirected,86,,,2
n12 , n20,Undirected,87,,,2
n13 , n8,Undirected,88,,,2
n13 , n18,Undirected,89,,,2
n13 , n1,Undirected,90,,,2
n13 , n2,Undirected,91,,,2
n13 , n29,Undirected,92,,,2
n13 , n3,Undirected,93,,,2
n13 , n26,Undirected,94,,,2
n14 , n4,Undirected,95,,,2
n14 , n27,Undirected,96,,,2
n14 , n16,Undirected,97,,,2
n14 , n9,Undirected,98,,,2
n14 , n7,Undirected,99,,,2
n15 , n17,Undirected,100,,,2
n15 , n21,Undirected,101,,,2
n15 , n23,Undirected,102,,,2
n15 , n19,Undirected,103,,,2
n16 , n22,Undirected,104,,,2
n16 , n4,Undirected,105,,,2
n16 , n24,Undirected,106,,,2
n16 , n27,Undirected,107,,,2
n16 , n9,Undirected,108,,,2
n16 , n10,Undirected,109,,,2
n16 , n6,Undirected,110,,,2
n16 , n7,Undirected,111,,,2
n16 , n14,Undirected,112,,,2
n17 , n15,Undirected,113,,,2
n17 , n21,Undirected,114,,,2
n17 , n0,Undirected,115,,,2
n17 , n20,Undirected,116,,,2
n17 , n19,Undirected,117,,,2
n17 , n12,Undirected,118,,,2
n18 , n8,Undirected,119,,,2
n18 , n28,Undirected,120,,,2
n18 , n1,Undirected,121,,,2
n18 , n13,Undirected,122,,,2
n18 , n21,Undirected,123,,,2
n18 , n23,Undirected,124,,,2
n18 , n2,Undirected,125,,,2
n18 , n29,Undirected,126,,,2
n18 , n3,Undirected,127,,,2
n19 , n17,Undirected,128,,,2
n19 , n15,Undirected,129,,,2
n19 , n21,Undirected,130,,,2
n19 , n23,Undirected,131,,,2
n20 , n17,Undirected,132,,,2
n20 , n0,Undirected,133,,,2
n20 , n12,Undirected,134,,,2
n21 , n17,Undirected,135,,,2
n21 , n18,Undirected,136,,,2
n21 , n15,Undirected,137,,,2
n21 , n23,Undirected,138,,,2
n21 , n19,Undirected,139,,,2
n22 , n11,Undirected,140,,,2
n22 , n4,Undirected,141,,,2
n22 , n24,Undirected,142,,,2
n22 , n16,Undirected,143,,,2
n22 , n9,Undirected,144,,,2
n22 , n10,Undirected,145,,,2
n22 , n6,Undirected,146,,,2
n22 , n7,Undirected,147,,,2
n22 , n25,Undirected,148,,,2
n23 , n18,Undirected,149,,,2
n23 , n28,Undirected,150,,,2
n23 , n5,Undirected,151,,,2
n23 , n15,Undirected,152,,,2
n23 , n21,Undirected,153,,,2
n23 , n19,Undirected,154,,,2
n23 , n3,Undirected,155,,,2
n24 , n11,Undirected,156,,,2
n24 , n22,Undirected,157,,,2
n24 , n8,Undirected,158,,,2
n24 , n4,Undirected,159,,,2
n24 , n27,Undirected,160,,,2
n24 , n16,Undirected,161,,,2
n24 , n6,Undirected,162,,,2
n24 , n7,Undirected,163,,,2
n24 , n3,Undirected,164,,,2
n25 , n11,Undirected,165,,,2
n25 , n22,Undirected,166,,,2
n25 , n4,Undirected,167,,,2
n25 , n6,Undirected,168,,,2
n25 , n7,Undirected,169,,,2
n26 , n1,Undirected,170,,,2
n26 , n13,Undirected,171,,,2
n26 , n2,Undirected,172,,,2
n26 , n29,Undirected,173,,,2
n27 , n4,Undirected,174,,,2
n27 , n24,Undirected,175,,,2
n27 , n16,Undirected,176,,,2
n27 , n9,Undirected,177,,,2
n27 , n7,Undirected,178,,,2
n27 , n14,Undirected,179,,,2
n28 , n18,Undirected,180,,,2
n28 , n5,Undirected,181,,,2
n28 , n23,Undirected,182,,,2
n28 , n2,Undirected,183,,,2
n28 , n3,Undirected,184,,,2
n29 , n11,Undirected,185,,,2
n29 , n8,Undirected,186,,,2
n29 , n18,Undirected,187,,,2
n29 , n1,Undirected,188,,,2
n29 , n13,Undirected,189,,,2
n29 , n2,Undirected,190,,,2
n29 , n6,Undirected,191,,,2
n29 , n3,Undirected,192,,,2
n29 , n26,Undirected,193,,,2



