Source,Target,Type,Id,Label,timeset,Weight
 n105,n96,Undirected,105,,,2
         n109,n212,Undirected,106,,,2
     n111,n303,Undirected,107,,,2
   n112,n206,Undirected,108,,,2
     n114,n28,Undirected,109,,,2
 n114,n384,Undirected,110,,,2
     n116,n207,Undirected,111,,,2
   n117,n272,Undirected,112,,,2
 n117,n166,Undirected,113,,,2
   n118,n425,Undirected,114,,,2
   n119,n357,Undirected,115,,,2
 n119,n229,Undirected,116,,,2
 n119,n316,Undirected,117,,,2
 n119,n110,Undirected,118,,,2
   n120,n50,Undirected,119,,,2
 n120,n198,Undirected,120,,,2
   n121,n399,Undirected,121,,,2
   n122,n334,Undirected,122,,,2
   n123,n356,Undirected,123,,,2
 n123,n41,Undirected,124,,,2
       n126,n41,Undirected,125,,,2
     n128,n388,Undirected,126,,,2
   n129,n178,Undirected,127,,,2
     n131,n66,Undirected,128,,,2
     n133,n187,Undirected,129,,,2
   n134,n316,Undirected,130,,,2
   n135,n225,Undirected,131,,,2
 n135,n308,Undirected,132,,,2
 n135,n242,Undirected,133,,,2
     n137,n476,Undirected,134,,,2
         n141,n233,Undirected,135,,,2
     n143,n462,Undirected,136,,,2
 n143,n159,Undirected,137,,,2
   n144,n33,Undirected,138,,,2
 n144,n258,Undirected,139,,,2
 n144,n389,Undirected,140,,,2
   n145,n314,Undirected,141,,,2
   n146,n151,Undirected,142,,,2
 n146,n101,Undirected,143,,,2
     n148,n257,Undirected,144,,,2
   n149,n312,Undirected,145,,,2
   n150,n128,Undirected,146,,,2
 n150,n463,Undirected,147,,,2
 n150,n223,Undirected,148,,,2
 n150,n274,Undirected,149,,,2
   n151,n215,Undirected,150,,,2
   n152,n111,Undirected,151,,,2
 n152,n395,Undirected,152,,,2
   n153,n74,Undirected,153,,,2
   n154,n275,Undirected,154,,,2
   n155,n232,Undirected,155,,,2
     n157,n152,Undirected,156,,,2
     n159,n225,Undirected,157,,,2
   n160,n497,Undirected,158,,,2
       n163,n273,Undirected,159,,,2
 n163,n385,Undirected,160,,,2
   n164,n168,Undirected,161,,,2
     n166,n299,Undirected,162,,,2
   n167,n145,Undirected,163,,,2
 n167,n227,Undirected,164,,,2
   n168,n324,Undirected,165,,,2
 n168,n90,Undirected,166,,,2
   n169,n334,Undirected,167,,,2
   n170,n56,Undirected,168,,,2
   n171,n245,Undirected,169,,,2
   n172,n221,Undirected,170,,,2
 n172,n192,Undirected,171,,,2
   n173,n62,Undirected,172,,,2
       n176,n186,Undirected,173,,,2
 n176,n73,Undirected,174,,,2
   n177,n193,Undirected,175,,,2
 n177,n245,Undirected,176,,,2
 n177,n57,Undirected,177,,,2
     n179,n89,Undirected,178,,,2
       n182,n133,Undirected,179,,,2
   n183,n407,Undirected,180,,,2
   n184,n317,Undirected,181,,,2
 n184,n200,Undirected,182,,,2
         n188,n68,Undirected,183,,,2
 n188,n433,Undirected,184,,,2
   n189,n164,Undirected,185,,,2
 n189,n401,Undirected,186,,,2
       n192,n462,Undirected,187,,,2
   n193,n381,Undirected,188,,,2
     n195,n425,Undirected,189,,,2
     n197,n329,Undirected,190,,,2
 n197,n42,Undirected,191,,,2
 n197,n217,Undirected,192,,,2
 n197,n431,Undirected,193,,,2
   n198,n455,Undirected,194,,,2
   n199,n85,Undirected,195,,,2
 n199,n354,Undirected,196,,,2
 n199,n136,Undirected,197,,,2
   n200,n119,Undirected,198,,,2
   n201,n195,Undirected,199,,,2
   n202,n444,Undirected,200,,,2
   n203,n397,Undirected,201,,,2
   n204,n383,Undirected,202,,,2
 n204,n265,Undirected,203,,,2
     n206,n370,Undirected,204,,,2
   n207,n479,Undirected,205,,,2
 n207,n267,Undirected,206,,,2
     n209,n55,Undirected,207,,,2
 n209,n497,Undirected,208,,,2
     n211,n455,Undirected,209,,,2
   n212,n246,Undirected,210,,,2
 n212,n127,Undirected,211,,,2
   n213,n356,Undirected,212,,,2
   n214,n65,Undirected,213,,,2
   n215,n115,Undirected,214,,,2
   n216,n327,Undirected,215,,,2
 n216,n488,Undirected,216,,,2
   n217,n171,Undirected,217,,,2
   n218,n6,Undirected,218,,,2
 n218,n485,Undirected,219,,,2
 n218,n358,Undirected,220,,,2
   n219,n9,Undirected,221,,,2
   n220,n452,Undirected,222,,,2
     n222,n218,Undirected,223,,,2
 n222,n498,Undirected,224,,,2
   n223,n189,Undirected,225,,,2
 n223,n217,Undirected,226,,,2
 n223,n378,Undirected,227,,,2
   n224,n366,Undirected,228,,,2
 n224,n268,Undirected,229,,,2
   n225,n440,Undirected,230,,,2
 n225,n448,Undirected,231,,,2
 n225,n65,Undirected,232,,,2
   n226,n106,Undirected,233,,,2
   n227,n56,Undirected,234,,,2
     n229,n121,Undirected,235,,,2
       n232,n487,Undirected,236,,,2
   n233,n232,Undirected,237,,,2
   n234,n147,Undirected,238,,,2
   n235,n162,Undirected,239,,,2
   n236,n459,Undirected,240,,,2
     n238,n485,Undirected,241,,,2
 n238,n136,Undirected,242,,,2
   n239,n331,Undirected,243,,,2
   n240,n91,Undirected,244,,,2
   n241,n184,Undirected,245,,,2
   n242,n407,Undirected,246,,,2
   n243,n368,Undirected,247,,,2
   n244,n348,Undirected,248,,,2
       n247,n472,Undirected,249,,,2
 n247,n268,Undirected,250,,,2
 n247,n294,Undirected,251,,,2
   n248,n445,Undirected,252,,,2
 n248,n486,Undirected,253,,,2
     n250,n373,Undirected,254,,,2
 n250,n439,Undirected,255,,,2
   n251,n492,Undirected,256,,,2
   n252,n5,Undirected,257,,,2
   n253,n265,Undirected,258,,,2
     n255,n484,Undirected,259,,,2
   n256,n228,Undirected,260,,,2
   n257,n211,Undirected,261,,,2
 n257,n94,Undirected,262,,,2
   n258,n412,Undirected,263,,,2
       n261,n142,Undirected,264,,,2
 n261,n269,Undirected,265,,,2
   n262,n184,Undirected,266,,,2
 n262,n297,Undirected,267,,,2
 n262,n97,Undirected,268,,,2
 n262,n61,Undirected,269,,,2
       n265,n62,Undirected,270,,,2
     n267,n88,Undirected,271,,,2
 n267,n463,Undirected,272,,,2
 n267,n376,Undirected,273,,,2
     n269,n460,Undirected,274,,,2
   n270,n40,Undirected,275,,,2
     n272,n213,Undirected,276,,,2
     n274,n23,Undirected,277,,,2
   n275,n142,Undirected,278,,,2
 n275,n24,Undirected,279,,,2
   n276,n369,Undirected,280,,,2
   n277,n2,Undirected,281,,,2
 n277,n201,Undirected,282,,,2
 n277,n221,Undirected,283,,,2
   n278,n32,Undirected,284,,,2
   n279,n42,Undirected,285,,,2
 n279,n484,Undirected,286,,,2
   n280,n69,Undirected,287,,,2
 n280,n383,Undirected,288,,,2
     n282,n288,Undirected,289,,,2
 n282,n299,Undirected,290,,,2
   n283,n335,Undirected,291,,,2
   n284,n60,Undirected,292,,,2
   n285,n435,Undirected,293,,,2
 n285,n271,Undirected,294,,,2
   n286,n370,Undirected,295,,,2
   n287,n498,Undirected,296,,,2
 n287,n431,Undirected,297,,,2
   n288,n162,Undirected,298,,,2
   n289,n363,Undirected,299,,,2
     n291,n84,Undirected,300,,,2
   n292,n146,Undirected,301,,,2
   n293,n68,Undirected,302,,,2
   n294,n185,Undirected,303,,,2
   n295,n127,Undirected,304,,,2
 n295,n87,Undirected,305,,,2
       n298,n37,Undirected,306,,,2
       n301,n31,Undirected,307,,,2
 n301,n414,Undirected,308,,,2
   n302,n21,Undirected,309,,,2
 n302,n236,Undirected,310,,,2
   n303,n43,Undirected,311,,,2
 n303,n245,Undirected,312,,,2
       n306,n167,Undirected,313,,,2
     n308,n24,Undirected,314,,,2
 n308,n315,Undirected,315,,,2
   n309,n371,Undirected,316,,,2
 n309,n53,Undirected,317,,,2
 n309,n462,Undirected,318,,,2
 n309,n296,Undirected,319,,,2
       n312,n62,Undirected,320,,,2
   n313,n0,Undirected,321,,,2
   n314,n182,Undirected,322,,,2
 n314,n480,Undirected,323,,,2
             n320,n231,Undirected,324,,,2
 n320,n475,Undirected,325,,,2
       n323,n446,Undirected,326,,,2
   n324,n137,Undirected,327,,,2
 n324,n242,Undirected,328,,,2
   n325,n14,Undirected,329,,,2
   n326,n135,Undirected,330,,,2
           n331,n147,Undirected,331,,,2
 n331,n139,Undirected,332,,,2
 n331,n263,Undirected,333,,,2
   n332,n84,Undirected,334,,,2
       n335,n138,Undirected,335,,,2
     n337,n46,Undirected,336,,,2
   n338,n212,Undirected,337,,,2
 n338,n226,Undirected,338,,,2
   n339,n470,Undirected,339,,,2
 n339,n369,Undirected,340,,,2
   n340,n110,Undirected,341,,,2
   n341,n171,Undirected,342,,,2
   n342,n161,Undirected,343,,,2
 n342,n173,Undirected,344,,,2
 n342,n51,Undirected,345,,,2
     n344,n115,Undirected,346,,,2
   n345,n484,Undirected,347,,,2
 n345,n200,Undirected,348,,,2
   n346,n475,Undirected,349,,,2
   n347,n93,Undirected,350,,,2
     n349,n192,Undirected,351,,,2
 n349,n164,Undirected,352,,,2
   n350,n180,Undirected,353,,,2
 n350,n322,Undirected,354,,,2
       n353,n336,Undirected,355,,,2
           n358,n36,Undirected,356,,,2
 n358,n499,Undirected,357,,,2
   n359,n235,Undirected,358,,,2
 n359,n256,Undirected,359,,,2
   n360,n81,Undirected,360,,,2
   n361,n427,Undirected,361,,,2
 n361,n381,Undirected,362,,,2
 n361,n65,Undirected,363,,,2
   n362,n424,Undirected,364,,,2
 n362,n193,Undirected,365,,,2
   n363,n433,Undirected,366,,,2
 n363,n182,Undirected,367,,,2
     n365,n192,Undirected,368,,,2
     n367,n368,Undirected,369,,,2
 n367,n193,Undirected,370,,,2
 n367,n477,Undirected,371,,,2
 n367,n336,Undirected,372,,,2
       n370,n103,Undirected,373,,,2
           n375,n118,Undirected,374,,,2
     n377,n127,Undirected,375,,,2
     n379,n65,Undirected,376,,,2
   n380,n448,Undirected,377,,,2
   n381,n111,Undirected,378,,,2
   n382,n13,Undirected,379,,,2
   n383,n291,Undirected,380,,,2
   n384,n176,Undirected,381,,,2
 n384,n328,Undirected,382,,,2
       n387,n379,Undirected,383,,,2
   n388,n207,Undirected,384,,,2
 n388,n23,Undirected,385,,,2
   n389,n490,Undirected,386,,,2
     n391,n370,Undirected,387,,,2
     n393,n110,Undirected,388,,,2
 n393,n167,Undirected,389,,,2
   n394,n46,Undirected,390,,,2
 n394,n272,Undirected,391,,,2
         n398,n387,Undirected,392,,,2
 n398,n116,Undirected,393,,,2
       n401,n83,Undirected,394,,,2
   n402,n302,Undirected,395,,,2
 n402,n37,Undirected,396,,,2
 n402,n110,Undirected,397,,,2
   n403,n127,Undirected,398,,,2
 n403,n474,Undirected,399,,,2
   n404,n230,Undirected,400,,,2
   n405,n246,Undirected,401,,,2
   n406,n194,Undirected,402,,,2
 n406,n32,Undirected,403,,,2
 n406,n55,Undirected,404,,,2
   n407,n414,Undirected,405,,,2
     n409,n342,Undirected,406,,,2
 n409,n65,Undirected,407,,,2
     n411,n439,Undirected,408,,,2
   n412,n420,Undirected,409,,,2
 n412,n350,Undirected,410,,,2
     n414,n192,Undirected,411,,,2
     n416,n74,Undirected,412,,,2
 n416,n470,Undirected,413,,,2
   n417,n353,Undirected,414,,,2
 n417,n357,Undirected,415,,,2
   n418,n34,Undirected,416,,,2
 n418,n135,Undirected,417,,,2
     n420,n368,Undirected,418,,,2
 n420,n48,Undirected,419,,,2
   n421,n12,Undirected,420,,,2
   n422,n463,Undirected,421,,,2
     n424,n353,Undirected,422,,,2
   n425,n251,Undirected,423,,,2
     n427,n358,Undirected,424,,,2
   n428,n58,Undirected,425,,,2
 n428,n369,Undirected,426,,,2
               n435,n234,Undirected,427,,,2
   n436,n217,Undirected,428,,,2
 n436,n355,Undirected,429,,,2
 n436,n82,Undirected,430,,,2
   n437,n71,Undirected,431,,,2
   n438,n336,Undirected,432,,,2
   n439,n263,Undirected,433,,,2
   n440,n65,Undirected,434,,,2
 n440,n154,Undirected,435,,,2
 n440,n80,Undirected,436,,,2
   n441,n365,Undirected,437,,,2
   n442,n372,Undirected,438,,,2
     n444,n108,Undirected,439,,,2
   n445,n63,Undirected,440,,,2
   n446,n471,Undirected,441,,,2
   n447,n356,Undirected,442,,,2
   n448,n140,Undirected,443,,,2
     n450,n155,Undirected,444,,,2
 n450,n275,Undirected,445,,,2
 n450,n406,Undirected,446,,,2
     n452,n145,Undirected,447,,,2
     n454,n480,Undirected,448,,,2
 n454,n36,Undirected,449,,,2
   n455,n452,Undirected,450,,,2
   n456,n369,Undirected,451,,,2
 n456,n491,Undirected,452,,,2
   n457,n153,Undirected,453,,,2
 n457,n360,Undirected,454,,,2
   n458,n287,Undirected,455,,,2
 n458,n271,Undirected,456,,,2
         n462,n47,Undirected,457,,,2
 n462,n7,Undirected,458,,,2
   n463,n390,Undirected,459,,,2
 n463,n233,Undirected,460,,,2
   n464,n162,Undirected,461,,,2
   n465,n178,Undirected,462,,,2
 n465,n109,Undirected,463,,,2
 n465,n299,Undirected,464,,,2
   n466,n293,Undirected,465,,,2
   n467,n385,Undirected,466,,,2
   n468,n157,Undirected,467,,,2
 n468,n39,Undirected,468,,,2
   n469,n330,Undirected,469,,,2
   n470,n28,Undirected,470,,,2
     n472,n450,Undirected,471,,,2
 n472,n415,Undirected,472,,,2
   n473,n428,Undirected,473,,,2
   n474,n154,Undirected,474,,,2
   n475,n158,Undirected,475,,,2
       n478,n108,Undirected,476,,,2
 n478,n237,Undirected,477,,,2
 n478,n183,Undirected,478,,,2
     n480,n419,Undirected,479,,,2
 n480,n435,Undirected,480,,,2
   n481,n139,Undirected,481,,,2
 n481,n40,Undirected,482,,,2
     n483,n91,Undirected,483,,,2
   n484,n463,Undirected,484,,,2
 n484,n39,Undirected,485,,,2
   n485,n465,Undirected,486,,,2
     n487,n206,Undirected,487,,,2
       n490,n35,Undirected,488,,,2
 n490,n314,Undirected,489,,,2
   n491,n58,Undirected,490,,,2
     n493,n282,Undirected,491,,,2
   n494,n437,Undirected,492,,,2
 n494,n406,Undirected,493,,,2
   n495,n340,Undirected,494,,,2
 n495,n88,Undirected,495,,,2
   n496,n55,Undirected,496,,,2
 n496,n317,Undirected,497,,,2
   n497,n15,Undirected,498,,,2
     n499,n300,Undirected,499,,,2


