Source,Target,Type,Id,Label,timeset,Weight
 n12,n14,Undirected,79,,,2
 n12,n17,Undirected,80,,,2
 n12,n21,Undirected,81,,,2
 n12,n22,Undirected,82,,,2
 n12,n24,Undirected,83,,,2
 n12,n28,Undirected,84,,,2
   n13,n2,Undirected,85,,,2
 n13,n9,Undirected,86,,,2
 n13,n20,Undirected,87,,,2
 n13,n26,Undirected,88,,,2
 n13,n27,Undirected,89,,,2
   n14,n10,Undirected,90,,,2
 n14,n15,Undirected,91,,,2
 n14,n24,Undirected,92,,,2
 n14,n25,Undirected,93,,,2
   n15,n1,Undirected,94,,,2
 n15,n2,Undirected,95,,,2
 n15,n3,Undirected,96,,,2
 n15,n10,Undirected,97,,,2
 n15,n12,Undirected,98,,,2
 n15,n18,Undirected,99,,,2
 n15,n26,Undirected,100,,,2
   n16,n3,Undirected,101,,,2
 n16,n10,Undirected,102,,,2
 n16,n12,Undirected,103,,,2
 n16,n19,Undirected,104,,,2
 n16,n20,Undirected,105,,,2
 n16,n21,Undirected,106,,,2
 n16,n25,Undirected,107,,,2
 n16,n26,Undirected,108,,,2
 n16,n28,Undirected,109,,,2
   n17,n0,Undirected,110,,,2
 n17,n1,Undirected,111,,,2
 n17,n11,Undirected,112,,,2
 n17,n16,Undirected,113,,,2
 n17,n21,Undirected,114,,,2
 n17,n22,Undirected,115,,,2
 n17,n23,Undirected,116,,,2
 n17,n28,Undirected,117,,,2
   n18,n0,Undirected,118,,,2
 n18,n2,Undirected,119,,,2
 n18,n9,Undirected,120,,,2
 n18,n11,Undirected,121,,,2
 n18,n14,Undirected,122,,,2
 n18,n21,Undirected,123,,,2
 n18,n23,Undirected,124,,,2
   n19,n5,Undirected,125,,,2
 n19,n6,Undirected,126,,,2
 n19,n25,Undirected,127,,,2
 n19,n27,Undirected,128,,,2
 n19,n28,Undirected,129,,,2
 n19,n29,Undirected,130,,,2
   n20,n0,Undirected,131,,,2
 n20,n4,Undirected,132,,,2
 n20,n9,Undirected,133,,,2
 n20,n12,Undirected,134,,,2
 n20,n14,Undirected,135,,,2
 n20,n15,Undirected,136,,,2
   n21,n6,Undirected,137,,,2
 n21,n10,Undirected,138,,,2
 n21,n12,Undirected,139,,,2
 n21,n22,Undirected,140,,,2
 n21,n24,Undirected,141,,,2
 n21,n29,Undirected,142,,,2
   n22,n4,Undirected,143,,,2
 n22,n7,Undirected,144,,,2
 n22,n15,Undirected,145,,,2
 n22,n20,Undirected,146,,,2
 n22,n23,Undirected,147,,,2
 n22,n25,Undirected,148,,,2
   n23,n2,Undirected,149,,,2
 n23,n3,Undirected,150,,,2
 n23,n4,Undirected,151,,,2
 n23,n7,Undirected,152,,,2
 n23,n13,Undirected,153,,,2
 n23,n20,Undirected,154,,,2
 n23,n29,Undirected,155,,,2
   n24,n1,Undirected,156,,,2
 n24,n4,Undirected,157,,,2
 n24,n7,Undirected,158,,,2
 n24,n8,Undirected,159,,,2
 n24,n12,Undirected,160,,,2
 n24,n22,Undirected,161,,,2
 n24,n25,Undirected,162,,,2
 n24,n26,Undirected,163,,,2
   n25,n1,Undirected,164,,,2
 n25,n2,Undirected,165,,,2
 n25,n6,Undirected,166,,,2
 n25,n12,Undirected,167,,,2
 n25,n13,Undirected,168,,,2
 n25,n15,Undirected,169,,,2
 n25,n19,Undirected,170,,,2
 n25,n24,Undirected,171,,,2
 n25,n26,Undirected,172,,,2
 n25,n29,Undirected,173,,,2
   n26,n5,Undirected,174,,,2
 n26,n11,Undirected,175,,,2
 n26,n12,Undirected,176,,,2
 n26,n13,Undirected,177,,,2
 n26,n14,Undirected,178,,,2
 n26,n16,Undirected,179,,,2
 n26,n17,Undirected,180,,,2
 n26,n18,Undirected,181,,,2
 n26,n21,Undirected,182,,,2
 n26,n22,Undirected,183,,,2
   n27,n2,Undirected,184,,,2
 n27,n3,Undirected,185,,,2
 n27,n5,Undirected,186,,,2
 n27,n6,Undirected,187,,,2
 n27,n9,Undirected,188,,,2
 n27,n13,Undirected,189,,,2
 n27,n14,Undirected,190,,,2
 n27,n17,Undirected,191,,,2
 n27,n19,Undirected,192,,,2
 n27,n23,Undirected,193,,,2
 n27,n25,Undirected,194,,,2
   n28,n1,Undirected,195,,,2
 n28,n3,Undirected,196,,,2
 n28,n5,Undirected,197,,,2
 n28,n9,Undirected,198,,,2
 n28,n12,Undirected,199,,,2
 n28,n16,Undirected,200,,,2
 n28,n21,Undirected,201,,,2
 n28,n24,Undirected,202,,,2
 n28,n26,Undirected,203,,,2
 n28,n27,Undirected,204,,,2
   n29,n1,Undirected,205,,,2
 n29,n2,Undirected,206,,,2
 n29,n16,Undirected,207,,,2
 n29,n27,Undirected,208,,,2
 n29,n28,Undirected,209,,,2


